bray_curtis	LAGZCK1	LAGZCK2	LAGZCK3	LAGZCK4	LAGZCK5	LAGZCK6	LAGZCK7	LAGZCK8	LAGZCK9	LAGZFo1	LAGZFo2	LAGZFo3	LAGZFo4	LAGZFo5	LAGZFo6	LAGZFo7	LAGZFo8	LAGZFo9	LAHEBCK1	LAHEBCK2	LAHEBCK3	LAHEBCK4	LAHEBCK5	LAHEBCK6	LAHEBCK7	LAHEBCK8	LAHEBCK9	LAHEBFo1	LAHEBFo2	LAHEBFo3	LAHEBFo4	LAHEBFo5	LAHEBFo6	LAHEBFo7	LAHEBFo8	LAHEBFo9	LAZJCK1	LAZJCK2	LAZJCK3	LAZJCK4	LAZJCK5	LAZJCK6	LAZJCK7	LAZJCK8	LAZJCK9	LAZJFo1	LAZJFo2	LAZJFo3	LAZJFo4	LAZJFo5	LAZJFo6	LAZJFo7	LAZJFo8	LAZJFo9	MMGZCK1	MMGZCK2	MMGZCK3	MMGZCK4	MMGZCK5	MMGZCK6	MMGZCK7	MMGZCK8	MMGZCK9	MMGZFo1	MMGZFo2	MMGZFo3	MMGZFo4	MMGZFo5	MMGZFo6	MMGZFo7	MMGZFo8	MMGZFo9	MMHEBCK1	MMHEBCK2	MMHEBCK3	MMHEBCK4	MMHEBCK5	MMHEBCK6	MMHEBCK7	MMHEBCK8	MMHEBCK9	MMHEBFo1	MMHEBFo2	MMHEBFo3	MMHEBFo4	MMHEBFo5	MMHEBFo6	MMHEBFo7	MMHEBFo8	MMHEBFo9	MMZJCK1	MMZJCK2	MMZJCK3	MMZJCK4	MMZJCK5	MMZJCK6	MMZJCK7	MMZJCK8	MMZJCK9	MMZJFo1	MMZJFo2	MMZJFo3	MMZJFo4	MMZJFo5	MMZJFo6	MMZJFo7	MMZJFo8	MMZJFo9
LAZJFo4	0.6629	0.6638	0.65475	0.66005	0.6559	0.654	0.6595	0.6608	0.65235	0.67395	0.6714	0.6626	0.68065	0.6756	0.65975	0.6676	0.67035	0.6663	0.6434	0.6319	0.6338	0.65435	0.6429	0.63215	0.62325	0.64625	0.63235	0.6194	0.6107	0.6065	0.6268	0.6181	0.6116	0.61975	0.606	0.6227	0.2935	0.29445	0.2956	0.29055	0.29235	0.3175	0.301	0.30255	0.37075	0.24775	0.26155	0.2598	0	0.2399	0.2844	0.24735	0.2726	0.2582	0.75755	0.76015	0.7684	0.76145	0.75905	0.75215	0.76205	0.7584	0.76715	0.7262	0.72795	0.73015	0.7247	0.7376	0.73425	0.7235	0.72435	0.7316	0.694	0.69495	0.6924	0.69255	0.69435	0.7039	0.70495	0.69245	0.6879	0.68625	0.6964	0.6806	0.68385	0.68105	0.67995	0.68615	0.68505	0.6903	0.4996	0.5143	0.52945	0.51375	0.5064	0.50935	0.4942	0.5301	0.511	0.4166	0.49235	0.4264	0.3992	0.4064	0.49745	0.41545	0.4352	0.5095
LAZJFo5	0.6552	0.65265	0.6444	0.65005	0.64955	0.6448	0.6527	0.6486	0.6442	0.6602	0.66355	0.65585	0.67275	0.6648	0.6512	0.65845	0.66035	0.65615	0.6276	0.61705	0.62285	0.64415	0.6288	0.61555	0.60975	0.633	0.6153	0.6017	0.59415	0.59515	0.6111	0.60305	0.5946	0.60335	0.5912	0.6058	0.2851	0.28265	0.28745	0.27795	0.27845	0.31025	0.2903	0.29045	0.3688	0.2554	0.2615	0.2558	0.2399	0	0.2833	0.2468	0.27785	0.25615	0.7518	0.751	0.7604	0.7536	0.75085	0.74175	0.75375	0.74745	0.75505	0.71745	0.71835	0.71725	0.71395	0.7304	0.7249	0.71	0.71245	0.7191	0.6793	0.68625	0.6809	0.68155	0.67995	0.6918	0.69785	0.6854	0.6766	0.67525	0.6829	0.66895	0.66925	0.67025	0.67115	0.6815	0.6719	0.679	0.48965	0.5	0.5183	0.50285	0.49465	0.49875	0.4861	0.5194	0.5021	0.41325	0.4902	0.42095	0.3932	0.40185	0.48985	0.4075	0.43095	0.4975
LAZJFo6	0.68075	0.68375	0.67165	0.68105	0.6731	0.67205	0.67705	0.67735	0.66735	0.68975	0.6848	0.67565	0.69185	0.68515	0.6733	0.68195	0.68185	0.6821	0.66125	0.65685	0.65625	0.68705	0.6691	0.6572	0.654	0.67685	0.65205	0.64585	0.63605	0.6358	0.6478	0.6428	0.63555	0.6488	0.6319	0.65	0.32115	0.30785	0.3297	0.31425	0.3198	0.3069	0.33315	0.3321	0.33675	0.2853	0.27985	0.276	0.2844	0.2833	0	0.2824	0.284	0.30365	0.7692	0.7698	0.77335	0.76845	0.767	0.7613	0.7683	0.76775	0.77355	0.7285	0.726	0.73095	0.7256	0.74025	0.7352	0.7256	0.7286	0.7343	0.70335	0.70435	0.7053	0.70245	0.7052	0.7149	0.7159	0.70285	0.6997	0.69315	0.70285	0.68965	0.6881	0.689	0.6865	0.695	0.68895	0.6958	0.48985	0.509	0.5207	0.5051	0.5006	0.4944	0.48535	0.52685	0.502	0.402	0.4898	0.44665	0.4073	0.39935	0.47925	0.41485	0.41095	0.4936
LAZJFo7	0.6644	0.66615	0.6513	0.66125	0.66015	0.65455	0.6626	0.66095	0.6528	0.6733	0.6699	0.66435	0.6779	0.67555	0.66	0.66535	0.67095	0.6655	0.6388	0.6265	0.6317	0.6589	0.6388	0.62775	0.6188	0.64575	0.6326	0.61285	0.6047	0.6034	0.61945	0.6106	0.6008	0.6142	0.60695	0.61835	0.282	0.2879	0.289	0.27585	0.27975	0.31825	0.29275	0.2894	0.37175	0.23155	0.26545	0.26795	0.24735	0.2468	0.2824	0	0.26995	0.24255	0.75835	0.75875	0.76595	0.7601	0.7561	0.75	0.76185	0.7537	0.7644	0.7223	0.72185	0.726	0.71965	0.7375	0.7283	0.7131	0.7154	0.72255	0.6877	0.697	0.69015	0.69185	0.6929	0.70175	0.7025	0.69255	0.68785	0.6843	0.6937	0.6791	0.6778	0.6814	0.67645	0.6876	0.68525	0.68445	0.4962	0.50915	0.5266	0.51155	0.5002	0.50625	0.4918	0.5269	0.50675	0.42435	0.49765	0.42565	0.40475	0.4102	0.49575	0.4121	0.44385	0.5023
LAZJFo8	0.68015	0.6818	0.67115	0.6741	0.673	0.67175	0.67555	0.6767	0.66755	0.6921	0.68305	0.6798	0.6877	0.6873	0.67705	0.6798	0.6851	0.68	0.6496	0.6438	0.6455	0.67215	0.65535	0.64325	0.63645	0.6642	0.64125	0.63135	0.62335	0.62525	0.6359	0.6293	0.622	0.632	0.6219	0.63885	0.30395	0.3012	0.3073	0.30035	0.31035	0.31085	0.32185	0.3135	0.35245	0.2706	0.2758	0.27645	0.2726	0.27785	0.284	0.26995	0	0.27325	0.7661	0.76855	0.7743	0.7687	0.7663	0.7606	0.7675	0.7664	0.7726	0.731	0.7295	0.73565	0.7285	0.7453	0.73845	0.7259	0.72485	0.73355	0.70305	0.7058	0.70505	0.70355	0.7072	0.71375	0.7166	0.7045	0.6976	0.6928	0.69925	0.6916	0.6918	0.6952	0.69015	0.6963	0.6959	0.69535	0.49355	0.51465	0.52415	0.5176	0.5051	0.50175	0.4946	0.5313	0.50435	0.4196	0.50045	0.43705	0.4133	0.4175	0.49135	0.4187	0.432	0.49985
LAZJFo9	0.6618	0.66435	0.6543	0.65905	0.66105	0.65615	0.66085	0.65875	0.65435	0.67055	0.66965	0.66575	0.6789	0.67385	0.65795	0.66095	0.67135	0.66415	0.63295	0.62065	0.62265	0.64515	0.63495	0.6228	0.61205	0.63855	0.62825	0.6078	0.59375	0.59565	0.6125	0.6028	0.5963	0.60585	0.599	0.6063	0.28115	0.29015	0.28	0.2735	0.2794	0.3356	0.28645	0.28655	0.38915	0.2347	0.27055	0.28145	0.2582	0.25615	0.30365	0.24255	0.27325	0	0.76025	0.76015	0.76875	0.76205	0.7608	0.75175	0.7616	0.75975	0.7671	0.7262	0.7256	0.7272	0.7222	0.74235	0.7326	0.71985	0.71915	0.7267	0.6887	0.6989	0.69405	0.6935	0.69215	0.7004	0.7067	0.6934	0.6873	0.6863	0.6967	0.68155	0.6844	0.68495	0.6847	0.6931	0.6888	0.6899	0.5073	0.5141	0.52175	0.51505	0.50695	0.51665	0.4985	0.5301	0.5062	0.43725	0.5121	0.4135	0.4155	0.42345	0.50965	0.42	0.46215	0.5129
MMGZCK1	0.44385	0.4457	0.44035	0.44435	0.4399	0.43905	0.4389	0.44895	0.44375	0.43355	0.43605	0.43495	0.4393	0.42315	0.4294	0.43265	0.43225	0.43845	0.7627	0.7568	0.7553	0.7669	0.7601	0.7528	0.74625	0.77365	0.75185	0.74725	0.7387	0.7471	0.75515	0.748	0.73985	0.7485	0.7444	0.7569	0.74735	0.74905	0.7505	0.7441	0.7478	0.75625	0.75305	0.75365	0.76195	0.7592	0.7541	0.7538	0.75755	0.7518	0.7692	0.75835	0.7661	0.76025	0	0.27255	0.29165	0.27755	0.2747	0.2938	0.28615	0.27645	0.2951	0.3677	0.38445	0.35885	0.36615	0.36945	0.35485	0.36435	0.3638	0.3579	0.60055	0.6031	0.59125	0.6102	0.60995	0.6053	0.60405	0.59555	0.5998	0.63325	0.6417	0.64095	0.63675	0.63415	0.62985	0.6548	0.6404	0.63765	0.61685	0.60735	0.6117	0.60135	0.6097	0.61615	0.6117	0.60655	0.6184	0.70405	0.7432	0.68575	0.6952	0.69295	0.67245	0.6937	0.72085	0.6118
MMGZCK2	0.4445	0.4482	0.438	0.44415	0.43965	0.4387	0.4392	0.45065	0.45205	0.43295	0.4373	0.4353	0.43575	0.42805	0.43185	0.4314	0.4337	0.4357	0.75605	0.75095	0.75075	0.76115	0.75675	0.7502	0.7449	0.76755	0.74685	0.7387	0.7332	0.7414	0.74965	0.74345	0.73335	0.7429	0.74005	0.7497	0.7483	0.75225	0.74825	0.74265	0.7457	0.75845	0.75095	0.75215	0.76355	0.76095	0.7567	0.75625	0.76015	0.751	0.7698	0.75875	0.76855	0.76015	0.27255	0	0.2903	0.27375	0.27705	0.29995	0.2886	0.27955	0.29105	0.3777	0.3996	0.3645	0.37185	0.37955	0.36195	0.3672	0.3691	0.3672	0.5991	0.599	0.59545	0.6014	0.60775	0.59415	0.60365	0.5918	0.598	0.6357	0.6378	0.6439	0.63465	0.63705	0.62945	0.6553	0.6409	0.6386	0.61505	0.60325	0.60465	0.5968	0.6038	0.6129	0.6139	0.5984	0.6173	0.70495	0.74565	0.68425	0.6965	0.69425	0.6649	0.69995	0.72395	0.61095
MMGZCK3	0.46655	0.4679	0.4568	0.46085	0.45985	0.4607	0.4633	0.46065	0.46415	0.4533	0.45685	0.46185	0.45545	0.4457	0.451	0.45505	0.45545	0.4637	0.7646	0.76005	0.7578	0.7709	0.76325	0.7581	0.7574	0.77885	0.75575	0.7527	0.74495	0.7514	0.75715	0.7533	0.74375	0.75575	0.75015	0.7615	0.7563	0.75755	0.76045	0.75465	0.75635	0.76505	0.76155	0.7614	0.76725	0.76985	0.7632	0.76225	0.7684	0.7604	0.77335	0.76595	0.7743	0.76875	0.29165	0.2903	0	0.2882	0.29635	0.31895	0.29415	0.29905	0.30555	0.39015	0.40645	0.3815	0.3877	0.3854	0.3738	0.3812	0.37755	0.36615	0.599	0.5992	0.59665	0.6048	0.6065	0.5976	0.6086	0.5962	0.5999	0.63705	0.6396	0.6427	0.63805	0.6407	0.63295	0.6549	0.64055	0.6381	0.61725	0.59925	0.60465	0.60085	0.6047	0.6147	0.6175	0.60085	0.6202	0.7122	0.7545	0.6927	0.70625	0.7047	0.66685	0.7062	0.73355	0.6081
MMGZCK4	0.4449	0.4504	0.4521	0.4529	0.44775	0.44705	0.4517	0.4565	0.4495	0.4417	0.4433	0.44095	0.444	0.43045	0.43805	0.4412	0.44	0.4438	0.76045	0.756	0.756	0.76715	0.7598	0.75605	0.74975	0.77175	0.75365	0.74555	0.7406	0.74705	0.75095	0.74545	0.74205	0.7492	0.7462	0.7554	0.7499	0.7514	0.75295	0.74675	0.7505	0.76205	0.75345	0.75425	0.76685	0.76055	0.75755	0.75735	0.76145	0.7536	0.76845	0.7601	0.7687	0.76205	0.27755	0.27375	0.2882	0	0.28195	0.2988	0.2808	0.2847	0.28505	0.375	0.39005	0.36665	0.3723	0.36695	0.35385	0.3663	0.36995	0.3626	0.60685	0.60655	0.59975	0.6121	0.6123	0.6051	0.61075	0.6007	0.6021	0.6376	0.64075	0.64125	0.63755	0.63755	0.6323	0.65765	0.63835	0.6404	0.61375	0.6001	0.6086	0.5994	0.60665	0.6132	0.61375	0.60225	0.61655	0.7061	0.74605	0.68635	0.6961	0.6943	0.6679	0.7007	0.7263	0.60915
MMGZCK5	0.45305	0.4603	0.44375	0.4517	0.44885	0.44555	0.4436	0.4561	0.45115	0.4393	0.4387	0.437	0.4344	0.4334	0.43085	0.4395	0.4312	0.436	0.75945	0.75345	0.75695	0.77015	0.76195	0.75275	0.7491	0.77745	0.7511	0.74645	0.73705	0.74545	0.7509	0.7488	0.7369	0.7533	0.7424	0.757	0.7477	0.75125	0.7519	0.7449	0.74725	0.7584	0.75355	0.7546	0.76315	0.7581	0.753	0.7538	0.75905	0.75085	0.767	0.7561	0.7663	0.7608	0.2747	0.27705	0.29635	0.28195	0	0.3053	0.28815	0.28005	0.29415	0.3659	0.3787	0.35365	0.36185	0.36475	0.3494	0.35625	0.36085	0.3586	0.60615	0.6079	0.59795	0.6091	0.6123	0.6047	0.61425	0.59645	0.6025	0.64185	0.64375	0.65065	0.6396	0.6399	0.63285	0.65685	0.6467	0.6438	0.61665	0.60445	0.6147	0.6009	0.6085	0.61705	0.61545	0.6066	0.61755	0.70365	0.74575	0.6918	0.6949	0.69285	0.67335	0.6974	0.725	0.61155
MMGZCK6	0.4518	0.44925	0.4514	0.4423	0.45185	0.4408	0.44925	0.4523	0.45075	0.4531	0.4441	0.451	0.454	0.4358	0.4384	0.4502	0.44495	0.451	0.74395	0.73965	0.74185	0.7549	0.74505	0.7358	0.7315	0.75785	0.73885	0.7329	0.72075	0.7294	0.73925	0.72765	0.72305	0.73525	0.7303	0.7403	0.73865	0.74235	0.7432	0.7341	0.7401	0.75	0.7444	0.74415	0.75805	0.7517	0.748	0.74705	0.75215	0.74175	0.7613	0.75	0.7606	0.75175	0.2938	0.29995	0.31895	0.2988	0.3053	0	0.30975	0.29715	0.32135	0.3937	0.41255	0.3794	0.39335	0.3901	0.3764	0.3777	0.3842	0.37755	0.58715	0.59265	0.5762	0.59405	0.5948	0.5861	0.59065	0.5812	0.5829	0.6245	0.6348	0.6302	0.62795	0.6268	0.6196	0.64785	0.63345	0.6267	0.60395	0.6002	0.60065	0.5955	0.60395	0.60905	0.60895	0.59555	0.6083	0.7015	0.74125	0.6759	0.6889	0.6873	0.66835	0.694	0.72085	0.6081
MMGZCK7	0.4455	0.44485	0.4435	0.44085	0.44235	0.44445	0.443	0.45065	0.44955	0.431	0.43275	0.43595	0.4323	0.42415	0.43075	0.4362	0.4284	0.4389	0.75795	0.75305	0.75295	0.76615	0.76015	0.75245	0.74985	0.77445	0.752	0.74615	0.7383	0.7439	0.7503	0.7449	0.73765	0.75095	0.74385	0.7585	0.7503	0.7498	0.7514	0.7493	0.7506	0.76055	0.75395	0.7538	0.7674	0.76115	0.7587	0.75535	0.76205	0.75375	0.7683	0.76185	0.7675	0.7616	0.28615	0.2886	0.29415	0.2808	0.28815	0.30975	0	0.2908	0.2985	0.37565	0.3943	0.3642	0.36995	0.372	0.35885	0.3698	0.36065	0.36395	0.6054	0.60865	0.6029	0.61395	0.6126	0.607	0.61815	0.60325	0.6039	0.6428	0.6461	0.64175	0.64235	0.6413	0.6357	0.6581	0.64605	0.6419	0.6185	0.6049	0.61175	0.60115	0.61205	0.6177	0.6179	0.6088	0.6234	0.7098	0.75285	0.6909	0.7003	0.7026	0.6743	0.70625	0.73155	0.6175
MMGZCK8	0.4434	0.43775	0.4393	0.44405	0.44175	0.4365	0.43875	0.44855	0.4483	0.4303	0.4354	0.42875	0.4359	0.42615	0.42975	0.4322	0.437	0.43695	0.7533	0.7484	0.74805	0.7581	0.7513	0.74555	0.7413	0.76725	0.74485	0.7359	0.7307	0.7375	0.7462	0.73985	0.7323	0.7431	0.7382	0.7483	0.74565	0.74665	0.7491	0.7428	0.7458	0.75585	0.75265	0.75265	0.762	0.7587	0.75485	0.75375	0.7584	0.74745	0.76775	0.7537	0.7664	0.75975	0.27645	0.27955	0.29905	0.2847	0.28005	0.29715	0.2908	0	0.29435	0.3687	0.39335	0.3668	0.3688	0.36865	0.35895	0.3604	0.3705	0.3639	0.60425	0.6029	0.59535	0.6086	0.6079	0.603	0.60315	0.59455	0.6	0.63175	0.6377	0.6378	0.63085	0.6332	0.6282	0.65115	0.6346	0.6381	0.62045	0.61455	0.61635	0.6066	0.61345	0.62205	0.61895	0.6128	0.6232	0.7067	0.7448	0.68165	0.6973	0.69545	0.67915	0.70275	0.72515	0.61685
MMGZCK9	0.45375	0.4635	0.4519	0.45675	0.4534	0.45595	0.4535	0.46375	0.4568	0.4433	0.45225	0.44585	0.4475	0.44185	0.4444	0.4489	0.43995	0.4491	0.76615	0.7591	0.7626	0.7725	0.76395	0.75795	0.75245	0.7817	0.7554	0.75275	0.74435	0.7534	0.75585	0.75475	0.74485	0.7579	0.7489	0.76395	0.75335	0.756	0.7577	0.75125	0.75575	0.762	0.7617	0.7604	0.7693	0.7682	0.762	0.7613	0.76715	0.75505	0.77355	0.7644	0.7726	0.7671	0.2951	0.29105	0.30555	0.28505	0.29415	0.32135	0.2985	0.29435	0	0.38885	0.3926	0.37035	0.37545	0.37225	0.36585	0.37765	0.3785	0.3656	0.6076	0.6085	0.60305	0.6167	0.6186	0.60875	0.61685	0.60345	0.6067	0.6456	0.65315	0.64905	0.64625	0.6467	0.64395	0.6648	0.65125	0.6496	0.62195	0.60825	0.619	0.60275	0.61395	0.6212	0.621	0.61215	0.62925	0.70835	0.7497	0.69555	0.7058	0.70245	0.66805	0.707	0.7304	0.61925
MMGZFo1	0.4456	0.4541	0.4359	0.4524	0.44995	0.4466	0.44115	0.4548	0.4444	0.4346	0.4412	0.4276	0.4232	0.43465	0.4253	0.43815	0.41975	0.43005	0.73365	0.72965	0.72205	0.74495	0.73665	0.72265	0.7205	0.7441	0.72	0.71185	0.7098	0.71665	0.7183	0.71985	0.70275	0.7213	0.709	0.7297	0.71665	0.7189	0.7188	0.7123	0.71615	0.72765	0.71875	0.7203	0.7349	0.72435	0.7147	0.7179	0.7262	0.71745	0.7285	0.7223	0.731	0.7262	0.3677	0.3777	0.39015	0.375	0.3659	0.3937	0.37565	0.3687	0.38885	0	0.30785	0.30045	0.2928	0.3156	0.3005	0.2906	0.2994	0.29955	0.61385	0.62305	0.6134	0.61915	0.62325	0.6258	0.6275	0.6067	0.608	0.60605	0.62075	0.62375	0.6142	0.6041	0.60315	0.6269	0.61815	0.61505	0.63025	0.6237	0.6372	0.62085	0.63015	0.63365	0.62885	0.6296	0.6334	0.6774	0.7234	0.6641	0.66495	0.6608	0.6577	0.6597	0.69585	0.62835
MMGZFo2	0.4605	0.46745	0.4474	0.4658	0.46065	0.45965	0.44545	0.4637	0.45695	0.4411	0.4426	0.43615	0.42965	0.44415	0.43915	0.4479	0.4293	0.4314	0.7436	0.738	0.73085	0.75415	0.74465	0.72635	0.73105	0.7525	0.7273	0.72045	0.716	0.72095	0.7245	0.7237	0.70825	0.73145	0.7165	0.7353	0.71705	0.72235	0.7194	0.71545	0.7162	0.72945	0.722	0.7228	0.7338	0.72385	0.7178	0.7175	0.72795	0.71835	0.726	0.72185	0.7295	0.7256	0.38445	0.3996	0.40645	0.39005	0.3787	0.41255	0.3943	0.39335	0.3926	0.30785	0	0.31375	0.30455	0.3216	0.3206	0.3133	0.31145	0.3118	0.63825	0.64355	0.6377	0.64375	0.64945	0.6474	0.65155	0.62655	0.62935	0.62775	0.6464	0.6401	0.6334	0.62145	0.61955	0.64385	0.6376	0.63585	0.6348	0.62605	0.6441	0.62865	0.6372	0.64135	0.6375	0.64185	0.63705	0.6756	0.718	0.67135	0.66675	0.6632	0.6671	0.662	0.69535	0.6399
MMGZFo3	0.44265	0.44825	0.433	0.45085	0.4465	0.44425	0.43785	0.45155	0.4456	0.4266	0.43365	0.4251	0.42255	0.43255	0.4243	0.4311	0.41175	0.42735	0.7338	0.72755	0.72115	0.7414	0.7321	0.7154	0.7156	0.743	0.7188	0.714	0.7043	0.7114	0.71505	0.71175	0.69785	0.71885	0.7074	0.7247	0.71565	0.7195	0.71765	0.7114	0.7133	0.73175	0.7173	0.71885	0.7395	0.72935	0.721	0.7214	0.73015	0.71725	0.73095	0.726	0.73565	0.7272	0.35885	0.3645	0.3815	0.36665	0.35365	0.3794	0.3642	0.3668	0.37035	0.30045	0.31375	0	0.29665	0.3119	0.30105	0.2969	0.30525	0.302	0.6078	0.6224	0.6104	0.61115	0.6177	0.6183	0.62575	0.60115	0.6012	0.60245	0.61905	0.6164	0.60985	0.6022	0.59675	0.62275	0.61955	0.6098	0.62105	0.6157	0.62335	0.60845	0.6211	0.624	0.6243	0.61675	0.6253	0.67925	0.7221	0.65845	0.66285	0.65935	0.6562	0.66315	0.69775	0.62075
MMGZFo4	0.4346	0.44555	0.4285	0.44805	0.44405	0.43945	0.43425	0.4474	0.4403	0.4178	0.4326	0.41585	0.4157	0.4308	0.4181	0.42715	0.41005	0.4199	0.7341	0.72965	0.72115	0.7378	0.7365	0.72145	0.7208	0.74045	0.7195	0.7138	0.70915	0.7159	0.7182	0.71825	0.7022	0.72125	0.71155	0.72865	0.7125	0.71505	0.7149	0.71055	0.7114	0.7275	0.7173	0.71805	0.7322	0.7231	0.7141	0.71745	0.7247	0.71395	0.7256	0.71965	0.7285	0.7222	0.36615	0.37185	0.3877	0.3723	0.36185	0.39335	0.36995	0.3688	0.37545	0.2928	0.30455	0.29665	0	0.3128	0.30145	0.2947	0.3029	0.30045	0.6247	0.6303	0.6257	0.6312	0.63115	0.6352	0.63655	0.6157	0.6189	0.6142	0.6276	0.62535	0.6172	0.60975	0.6057	0.63155	0.6228	0.62095	0.6289	0.62415	0.6366	0.61705	0.6258	0.6351	0.63315	0.63005	0.63415	0.67555	0.71335	0.65865	0.66315	0.6586	0.6559	0.65555	0.69435	0.63005
MMGZFo5	0.4407	0.44995	0.43715	0.45415	0.45105	0.4442	0.4407	0.45095	0.4418	0.439	0.44005	0.42755	0.42445	0.43	0.4283	0.43965	0.42075	0.4312	0.7455	0.7412	0.73695	0.7543	0.7479	0.73125	0.73125	0.7563	0.73175	0.7262	0.72215	0.72785	0.7293	0.72915	0.7143	0.7357	0.7246	0.7432	0.72895	0.73485	0.7355	0.7287	0.73265	0.73875	0.7341	0.73475	0.7436	0.74025	0.72995	0.7325	0.7376	0.7304	0.74025	0.7375	0.7453	0.74235	0.36945	0.37955	0.3854	0.36695	0.36475	0.3901	0.372	0.36865	0.37225	0.3156	0.3216	0.3119	0.3128	0	0.3063	0.3152	0.32265	0.31805	0.6348	0.6422	0.6339	0.64005	0.64555	0.64435	0.6485	0.62875	0.6307	0.6289	0.6413	0.63955	0.6308	0.6268	0.623	0.6464	0.63465	0.63445	0.64495	0.6405	0.653	0.63655	0.64785	0.6503	0.6487	0.64775	0.64905	0.691	0.73195	0.6795	0.68035	0.67755	0.67415	0.68015	0.7105	0.64555
MMGZFo6	0.4379	0.44115	0.42925	0.44215	0.44305	0.43455	0.432	0.43905	0.42695	0.42315	0.42845	0.4171	0.4099	0.42185	0.41445	0.4204	0.4122	0.42055	0.7454	0.7381	0.7292	0.7478	0.74535	0.729	0.72855	0.7535	0.73095	0.71935	0.71445	0.72265	0.7236	0.7246	0.70895	0.7283	0.71955	0.7354	0.72455	0.72505	0.7265	0.71795	0.72065	0.73775	0.7266	0.7269	0.7423	0.73035	0.72485	0.72815	0.73425	0.7249	0.7352	0.7283	0.73845	0.7326	0.35485	0.36195	0.3738	0.35385	0.3494	0.3764	0.35885	0.35895	0.36585	0.3005	0.3206	0.30105	0.30145	0.3063	0	0.29895	0.30145	0.30155	0.6226	0.63075	0.6205	0.62725	0.6286	0.6333	0.6346	0.6155	0.61835	0.6166	0.6239	0.6284	0.61865	0.616	0.6081	0.63345	0.62495	0.6225	0.6401	0.6302	0.63865	0.6284	0.63805	0.64555	0.6382	0.6356	0.64005	0.68265	0.72785	0.66385	0.6727	0.6678	0.66485	0.66915	0.7046	0.6385
MMGZFo7	0.4517	0.45485	0.441	0.45285	0.45295	0.44255	0.44195	0.45415	0.4463	0.4391	0.4419	0.42795	0.42725	0.44385	0.4306	0.4382	0.42925	0.43495	0.72585	0.72035	0.71385	0.73195	0.72665	0.71205	0.70775	0.73545	0.71065	0.70335	0.6978	0.70145	0.7083	0.70545	0.6913	0.7103	0.69935	0.7149	0.7099	0.71375	0.71265	0.70275	0.7076	0.7239	0.71585	0.7141	0.73655	0.7157	0.71505	0.7142	0.7235	0.71	0.7256	0.7131	0.7259	0.71985	0.36435	0.3672	0.3812	0.3663	0.35625	0.3777	0.3698	0.3604	0.37765	0.2906	0.3133	0.2969	0.2947	0.3152	0.29895	0	0.2982	0.30065	0.5986	0.60475	0.5944	0.599	0.60355	0.6068	0.6105	0.5883	0.5911	0.59395	0.60265	0.60395	0.59405	0.5898	0.5846	0.6092	0.60635	0.59925	0.6116	0.60445	0.6189	0.597	0.6087	0.6158	0.6125	0.60815	0.6141	0.6698	0.71575	0.64865	0.65585	0.6531	0.63655	0.6475	0.6875	0.60855
MMGZFo8	0.44635	0.44605	0.4418	0.44575	0.44725	0.43485	0.4408	0.4492	0.43465	0.43295	0.42815	0.42485	0.41745	0.43755	0.4196	0.43105	0.41515	0.43	0.73375	0.7277	0.72175	0.7426	0.73405	0.7204	0.71765	0.74355	0.7211	0.7074	0.70415	0.71135	0.7124	0.7135	0.69765	0.71955	0.70565	0.7241	0.71305	0.7161	0.71305	0.7059	0.71145	0.72805	0.7176	0.71525	0.73525	0.71765	0.71495	0.7191	0.72435	0.71245	0.7286	0.7154	0.72485	0.71915	0.3638	0.3691	0.37755	0.36995	0.36085	0.3842	0.36065	0.3705	0.3785	0.2994	0.31145	0.30525	0.3029	0.32265	0.30145	0.2982	0	0.3035	0.6173	0.62185	0.61205	0.6221	0.62445	0.62235	0.62815	0.60755	0.60965	0.60725	0.61825	0.6199	0.61075	0.6087	0.6029	0.62625	0.62265	0.6092	0.6289	0.61775	0.6334	0.61725	0.62565	0.63285	0.63165	0.6285	0.6306	0.6774	0.72355	0.6569	0.66555	0.66215	0.6555	0.66125	0.70015	0.62595
MMGZFo9	0.4513	0.45495	0.43615	0.452	0.44695	0.44745	0.44245	0.4507	0.44415	0.431	0.4401	0.43505	0.4237	0.43615	0.43435	0.43785	0.4255	0.4293	0.73535	0.7288	0.7225	0.742	0.73485	0.72135	0.7195	0.7456	0.72465	0.71635	0.7113	0.71725	0.71915	0.7196	0.7043	0.7208	0.71145	0.7295	0.71655	0.71855	0.7199	0.7132	0.7152	0.73145	0.7182	0.71985	0.7384	0.72445	0.71915	0.7221	0.7316	0.7191	0.7343	0.72255	0.73355	0.7267	0.3579	0.3672	0.36615	0.3626	0.3586	0.37755	0.36395	0.3639	0.3656	0.29955	0.3118	0.302	0.30045	0.31805	0.30155	0.30065	0.3035	0	0.6208	0.62755	0.62185	0.6258	0.6252	0.6294	0.6341	0.61425	0.61475	0.6173	0.62815	0.62805	0.62095	0.61155	0.60885	0.6339	0.6302	0.62105	0.63	0.61445	0.62925	0.61825	0.6267	0.6338	0.63365	0.6248	0.634	0.68455	0.72695	0.65925	0.67105	0.6687	0.6535	0.66525	0.70325	0.6288
